s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 1.0600005E+003, 4.4488697E+002, 9.5135850E+001, 9.0575336E+001, 8.8762305E+001, 9.5330852E+001, 6.3848229E+002, 4.2761220E+002, 4.0025384E+002, 3.7905603E+002, 3.3466227E+002, 2.1744180E+002, 5.3277875E+002, 3.2684022E+002, 3.4703230E+002, 3.6128168E+002, 3.7282717E+002, 3.2483644E+002, 4.3853009E+000, 2.5554154E+000, 1.9076309E+001, 1.5860113E+001, 1.3346192E+001, 1.0197125E+001, 9.1650666E+000, 9.0737198E+000, 9.2909232E+000, 9.8032295E+000, 9.5965759E+002, 1.0041303E+003, 1.0821712E+003, 1.0943621E+003, 1.0831035E+003, 7.2381492E+002, 8.0319635E+002, 8.6021430E+002, 8.8133174E+002, 8.8253131E+002
 1.0700005E+003, 4.5689159E+002, 1.0678000E+002, 9.8083127E+001, 9.1204481E+001, 9.3432780E+001, 6.4241888E+002, 4.2436784E+002, 3.9739757E+002, 3.7520562E+002, 3.3959110E+002, 2.2550808E+002, 5.3439613E+002, 3.2014521E+002, 3.3667146E+002, 3.5013517E+002, 3.6664560E+002, 3.2520921E+002, 4.7142851E+000, 2.8719521E+000, 1.6881287E+001, 1.3979795E+001, 1.1849007E+001, 9.1153653E+000, 8.7553358E+000, 8.5119319E+000, 8.5121176E+000, 8.6520923E+000, 9.5940381E+002, 9.9403083E+002, 1.0720864E+003, 1.0967536E+003, 1.0895906E+003, 7.2489953E+002, 8.1461614E+002, 8.7385237E+002, 8.9635453E+002, 8.9821094E+002
 1.0800017E+003, 4.6619674E+002, 1.0639834E+002, 9.9141653E+001, 9.2066793E+001, 9.7512164E+001, 6.3073542E+002, 4.1941871E+002, 3.9245854E+002, 3.7375984E+002, 3.3262181E+002, 2.2841741E+002, 5.2883186E+002, 3.1530305E+002, 3.3059538E+002, 3.4147882E+002, 3.5595167E+002, 3.2126854E+002, 4.6256835E+000, 2.6988355E+000, 1.7616088E+001, 1.4619919E+001, 1.2321315E+001, 9.2608775E+000, 9.0448885E+000, 8.6815732E+000, 8.6695359E+000, 8.8699513E+000, 9.7340767E+002, 1.0116793E+003, 1.0918823E+003, 1.1050357E+003, 1.0980299E+003, 7.2167123E+002, 7.9563155E+002, 8.7411703E+002, 8.9732417E+002, 8.9843370E+002
 1.0900009E+003, 4.7018502E+002, 1.0616241E+002, 1.0003330E+002, 9.2965816E+001, 1.0163468E+002, 6.3675160E+002, 4.2534288E+002, 3.9728258E+002, 3.7729807E+002, 3.3623063E+002, 2.3847826E+002, 5.3421823E+002, 3.1545192E+002, 3.3116779E+002, 3.4417243E+002, 3.5923242E+002, 3.2512785E+002, 4.7595184E+000, 2.8428970E+000, 1.8448213E+001, 1.5369559E+001, 1.2887612E+001, 9.6873238E+000, 9.3803257E+000, 9.2340466E+000, 9.3171758E+000, 9.5648144E+000, 9.7740760E+002, 1.0055629E+003, 1.0801827E+003, 1.1093932E+003, 1.1039638E+003, 7.3976189E+002, 8.3296842E+002, 8.8764011E+002, 9.0866400E+002, 9.0927645E+002
 1.1000000E+003, 4.7472215E+002, 1.0545794E+002, 9.7236322E+001, 9.1225725E+001, 1.0049856E+002, 6.5176860E+002, 4.2052269E+002, 3.8594679E+002, 3.5896846E+002, 3.1461844E+002, 2.2716398E+002, 5.4659799E+002, 3.2383921E+002, 3.4416908E+002, 3.5852497E+002, 3.6858977E+002, 3.2364344E+002, 4.8017000E+000, 2.8402066E+000, 1.8806839E+001, 1.5011629E+001, 1.2222715E+001, 8.8098931E+000, 1.0228947E+001, 1.0272779E+001, 1.0406985E+001, 1.0188013E+001, 9.8892277E+002, 1.0159937E+003, 1.0847886E+003, 1.1112381E+003, 1.1093848E+003, 7.4494843E+002, 8.3022491E+002, 9.0046731E+002, 9.2420459E+002, 9.2562707E+002
 1.1100001E+003, 4.7772938E+002, 1.0635478E+002, 9.7726795E+001, 9.2165706E+001, 1.0005312E+002, 6.5879965E+002, 4.5037788E+002, 4.0602161E+002, 3.7526163E+002, 3.1878627E+002, 2.2615231E+002, 5.5471573E+002, 3.3071535E+002, 3.5579121E+002, 3.7506872E+002, 3.8280292E+002, 3.2944742E+002, 4.7023134E+000, 2.7126285E+000, 2.1228737E+001, 1.6808346E+001, 1.3529168E+001, 9.7120955E+000, 1.0111393E+001, 1.0213488E+001, 1.0639719E+001, 1.0879039E+001, 9.9179129E+002, 1.0193051E+003, 1.0743195E+003, 1.0982668E+003, 1.0979599E+003, 7.5617569E+002, 8.4115253E+002, 9.0639725E+002, 9.2896049E+002, 9.3047192E+002
 1.1200019E+003, 4.8114566E+002, 1.0497537E+002, 9.5542489E+001, 9.2001826E+001, 1.0252237E+002, 6.5741267E+002, 4.6980925E+002, 4.2239923E+002, 3.8402628E+002, 3.3334393E+002, 2.3673755E+002, 5.6631251E+002, 3.1997798E+002, 3.4005711E+002, 3.6263657E+002, 3.7573342E+002, 3.2483380E+002, 4.9044454E+000, 2.8989297E+000, 1.8760662E+001, 1.5239092E+001, 1.2485669E+001, 9.6459059E+000, 9.3599406E+000, 9.1571010E+000, 9.2323994E+000, 9.2521158E+000, 1.0032991E+003, 1.0303270E+003, 1.0955840E+003, 1.1171374E+003, 1.1129115E+003, 7.4510399E+002, 8.3226900E+002, 9.0294910E+002, 9.2646234E+002, 9.2842518E+002
 1.1300003E+003, 4.9257415E+002, 1.0864516E+002, 9.9870771E+001, 9.6939419E+001, 9.7054263E+001, 6.4651070E+002, 4.5422279E+002, 4.1054208E+002, 3.7952083E+002, 3.4492861E+002, 2.3238295E+002, 5.6679470E+002, 3.1920253E+002, 3.3930631E+002, 3.5673633E+002, 3.6961868E+002, 3.1949288E+002, 5.1877209E+000, 3.1230735E+000, 1.9163086E+001, 1.5562411E+001, 1.3024091E+001, 1.0244803E+001, 9.6689874E+000, 9.4951887E+000, 9.5283230E+000, 9.8411148E+000, 1.0065214E+003, 1.0279804E+003, 1.0822493E+003, 1.1019176E+003, 1.1006046E+003, 7.7664550E+002, 8.3987704E+002, 9.1107432E+002, 9.3329112E+002, 9.3486273E+002
 1.1400003E+003, 4.6674907E+002, 1.0935041E+002, 1.0414168E+002, 1.0263382E+002, 1.0290401E+002, 6.2854468E+002, 4.3979790E+002, 4.0072189E+002, 3.6934053E+002, 3.3674166E+002, 2.2437532E+002, 5.6208464E+002, 3.1224967E+002, 3.2950268E+002, 3.4400755E+002, 3.6021716E+002, 3.1413314E+002, 5.0731023E+000, 3.1515688E+000, 1.7865620E+001, 1.4210405E+001, 1.1505580E+001, 9.0279790E+000, 9.4812373E+000, 9.1244008E+000, 9.0271225E+000, 8.9949190E+000, 1.0140519E+003, 1.0356126E+003, 1.0942942E+003, 1.1238490E+003, 1.1239269E+003, 7.8884610E+002, 8.6069473E+002, 9.2246195E+002, 9.4572373E+002, 9.4697144E+002
 1.1500026E+003, 4.9414905E+002, 1.1395541E+002, 1.0568599E+002, 1.0136740E+002, 1.0482701E+002, 6.7276980E+002, 4.5611606E+002, 4.1691983E+002, 3.8472655E+002, 3.4117528E+002, 2.2492007E+002, 5.6800863E+002, 3.3935626E+002, 3.6173297E+002, 3.7452607E+002, 3.8309331E+002, 3.2516947E+002, 5.3955326E+000, 3.1572216E+000, 2.1497963E+001, 1.7458436E+001, 1.4527963E+001, 1.0600981E+001, 1.1431335E+001, 1.1463677E+001, 1.1256711E+001, 1.0975470E+001, 1.0252165E+003, 1.0465208E+003, 1.1062918E+003, 1.1309249E+003, 1.1270799E+003, 7.7145587E+002, 8.4352703E+002, 9.1904423E+002, 9.4325063E+002, 9.4540070E+002
 1.1600016E+003, 5.0826857E+002, 1.1709996E+002, 1.0873491E+002, 1.0389650E+002, 1.0832033E+002, 6.7142400E+002, 4.6196035E+002, 4.2787550E+002, 3.9613357E+002, 3.4819726E+002, 2.2938828E+002, 5.7317351E+002, 3.4108482E+002, 3.6180081E+002, 3.7538502E+002, 3.8392742E+002, 3.2890314E+002, 5.6973047E+000, 3.3981514E+000, 2.1482932E+001, 1.7807111E+001, 1.4919932E+001, 1.1342389E+001, 1.0586725E+001, 1.0337395E+001, 1.0336565E+001, 1.0371754E+001, 1.0411909E+003, 1.0756801E+003, 1.1263964E+003, 1.1385884E+003, 1.1327392E+003, 7.8497418E+002, 8.6618702E+002, 9.2523354E+002, 9.4885292E+002, 9.5115935E+002
 1.1700010E+003, 5.2651970E+002, 1.1911067E+002, 1.0965664E+002, 1.0578606E+002, 1.1118822E+002, 6.8354641E+002, 4.7971918E+002, 4.4452018E+002, 4.1284892E+002, 3.6735206E+002, 2.4619399E+002, 5.7260796E+002, 3.4031793E+002, 3.6316657E+002, 3.7488501E+002, 3.8548888E+002, 3.3375283E+002, 5.7363155E+000, 3.3481466E+000, 2.1905516E+001, 1.7602559E+001, 1.4411357E+001, 1.1037344E+001, 1.1048138E+001, 1.1183565E+001, 1.0980358E+001, 1.0680610E+001, 1.0344114E+003, 1.0570982E+003, 1.1159133E+003, 1.1361167E+003, 1.1334846E+003, 7.8235476E+002, 8.5447394E+002, 9.2473240E+002, 9.4812902E+002, 9.4986119E+002
 1.1800005E+003, 5.1869762E+002, 1.1615609E+002, 1.0590478E+002, 1.0176824E+002, 1.0980967E+002, 6.9259500E+002, 4.6369713E+002, 4.2966719E+002, 3.9863656E+002, 3.5420529E+002, 2.4050747E+002, 5.7362275E+002, 3.4663365E+002, 3.7227588E+002, 3.8423239E+002, 3.8976051E+002, 3.3763423E+002, 5.4571290E+000, 3.2157543E+000, 1.9917558E+001, 1.5901653E+001, 1.2928478E+001, 9.6476980E+000, 1.0446972E+001, 1.0353367E+001, 1.0447723E+001, 1.0269893E+001, 1.0382533E+003, 1.0608861E+003, 1.1219951E+003, 1.1439087E+003, 1.1387277E+003, 8.0391391E+002, 8.7136788E+002, 9.3413552E+002, 9.5703369E+002, 9.5874380E+002
 1.1900018E+003, 5.0632258E+002, 1.2063068E+002, 1.0801656E+002, 1.0074783E+002, 1.0515256E+002, 6.8242477E+002, 4.6498954E+002, 4.2582793E+002, 3.9137779E+002, 3.5324007E+002, 2.4188212E+002, 5.8404230E+002, 3.4096590E+002, 3.6261052E+002, 3.7856485E+002, 3.8763959E+002, 3.3194802E+002, 5.7471490E+000, 3.2842635E+000, 2.2560115E+001, 1.7990589E+001, 1.4703445E+001, 1.1451902E+001, 1.0701507E+001, 1.0428746E+001, 1.0700206E+001, 1.0974321E+001, 1.0437878E+003, 1.0629310E+003, 1.1154482E+003, 1.1387365E+003, 1.1373399E+003, 8.0962573E+002, 8.8805488E+002, 9.4230332E+002, 9.6566018E+002, 9.6744865E+002
 1.2000016E+003, 5.1153354E+002, 1.2238122E+002, 1.0973140E+002, 1.0200740E+002, 1.0023625E+002, 6.8600998E+002, 4.9368618E+002, 4.5070525E+002, 4.0891563E+002, 3.6685294E+002, 2.3674183E+002, 5.9079508E+002, 3.3398398E+002, 3.5718378E+002, 3.7442692E+002, 3.8863561E+002, 3.3357890E+002, 5.7335341E+000, 3.3043041E+000, 2.3809636E+001, 1.9093533E+001, 1.5408843E+001, 1.1428419E+001, 1.1136384E+001, 1.1313140E+001, 1.1435198E+001, 1.1378212E+001, 1.0509706E+003, 1.0749512E+003, 1.1374924E+003, 1.1521979E+003, 1.1445789E+003, 8.0668684E+002, 8.7872477E+002, 9.4373602E+002, 9.6679724E+002, 9.6912448E+002
 1.2100026E+003, 5.2049275E+002, 1.2097783E+002, 1.0826642E+002, 1.0072416E+002, 9.9993962E+001, 6.8727086E+002, 4.9981217E+002, 4.5078667E+002, 4.0190950E+002, 3.5605293E+002, 2.3634724E+002, 5.9305307E+002, 3.4649662E+002, 3.7613566E+002, 3.9612127E+002, 4.0596663E+002, 3.3898271E+002, 4.6341031E+000, 2.7725210E+000, 1.9624567E+001, 1.5860833E+001, 1.2763771E+001, 9.7997017E+000, 1.0186528E+001, 1.0225479E+001, 1.0537985E+001, 1.0697056E+001, 1.0546775E+003, 1.0812500E+003, 1.1346810E+003, 1.1529915E+003, 1.1472514E+003, 7.7478524E+002, 8.5966964E+002, 9.3548576E+002, 9.5767350E+002, 9.5954125E+002
 1.2200009E+003, 4.4547110E+002, 1.1239624E+002, 1.0188829E+002, 9.6557273E+001, 1.0005462E+002, 6.1937581E+002, 4.4508941E+002, 4.0555928E+002, 3.6769712E+002, 3.2570805E+002, 2.2621817E+002, 5.5595337E+002, 3.2146391E+002, 3.4452595E+002, 3.6018963E+002, 3.6938340E+002, 3.2058792E+002, 2.6829219E+000, 1.7488588E+000, 1.1902795E+001, 9.9434593E+000, 8.4547177E+000, 6.7016970E+000, 6.8975425E+000, 7.0308877E+000, 7.1691484E+000, 7.3910530E+000, 9.8248818E+002, 1.0009707E+003, 1.0437287E+003, 1.0639975E+003, 1.0665850E+003, 6.8977591E+002, 7.5738152E+002, 8.7214710E+002, 8.9476219E+002, 8.9814459E+002
 1.2300031E+003, 3.3725947E+002, 9.9728964E+001, 9.3636734E+001, 9.0515532E+001, 9.1131216E+001, 5.0718246E+002, 3.8291730E+002, 3.5699684E+002, 3.3023488E+002, 2.9600952E+002, 2.0636678E+002, 4.9338215E+002, 2.9148463E+002, 3.1582743E+002, 3.2956569E+002, 3.3565191E+002, 2.9226104E+002, 1.2835191E+000, 9.7697249E-001, 6.5088294E+000, 5.8172043E+000, 5.3060308E+000, 4.6151417E+000, 4.6148998E+000, 4.9871035E+000, 5.3891356E+000, 5.7681000E+000, 8.2166492E+002, 8.4305686E+002, 8.7586555E+002, 8.8629478E+002, 8.9216131E+002, 5.7860910E+002, 6.2155695E+002, 7.6853962E+002, 7.9043914E+002, 7.9554875E+002
 1.2400016E+003, 2.4575224E+002, 8.9053212E+001, 8.6248203E+001, 8.5643847E+001, 8.2696927E+001, 3.9937637E+002, 3.1910646E+002, 3.0182364E+002, 2.8671939E+002, 2.5978994E+002, 1.7916520E+002, 4.2383195E+002, 2.5571170E+002, 2.7670388E+002, 2.8971175E+002, 2.9355670E+002, 2.4724694E+002, 5.9589183E-001, 4.6677585E-001, 3.2056124E+000, 3.0496705E+000, 2.9967006E+000, 2.7907488E+000, 2.7124629E+000, 2.8813174E+000, 3.1423998E+000, 3.5440658E+000, 5.9708992E+002, 6.0084311E+002, 6.0320177E+002, 6.1980754E+002, 6.4061524E+002, 4.3490221E+002, 4.6711966E+002, 5.8590628E+002, 6.5827348E+002, 6.7847760E+002
 1.2500002E+003, 1.8671697E+002, 7.9077220E+001, 7.7463582E+001, 7.7132112E+001, 7.1685521E+001, 3.1907894E+002, 2.6191748E+002, 2.4791097E+002, 2.3609685E+002, 2.1573448E+002, 1.5333171E+002, 3.5421201E+002, 2.0690056E+002, 2.2159984E+002, 2.2913640E+002, 2.3303277E+002, 2.0221542E+002, 3.7764166E-001, 3.2796787E-001, 2.3474960E+000, 2.2858995E+000, 2.1994731E+000, 1.9623092E+000, 1.6494233E+000, 1.7438632E+000, 1.8632670E+000, 2.1437745E+000, 4.6945919E+002, 4.6248653E+002, 4.6005910E+002, 4.7438462E+002, 4.9527814E+002, 3.7006833E+002, 3.7469875E+002, 4.2839618E+002, 5.2384994E+002, 5.7897982E+002
 1.2600028E+003, 1.5544317E+002, 7.0552647E+001, 7.0086771E+001, 6.9562372E+001, 6.1803868E+001, 2.6475495E+002, 2.2862740E+002, 2.1736248E+002, 2.0484423E+002, 1.8459066E+002, 1.3159480E+002, 2.9140008E+002, 1.6937906E+002, 1.7926074E+002, 1.8511423E+002, 1.9117474E+002, 1.7094525E+002, 2.9231883E-001, 2.3287190E-001, 1.9808678E+000, 1.9397399E+000, 1.8660494E+000, 1.6631422E+000, 1.3664911E+000, 1.4130173E+000, 1.5986488E+000, 1.9802737E+000, 4.1517834E+002, 4.0679418E+002, 4.0323448E+002, 4.1435811E+002, 4.3310699E+002, 3.3521766E+002, 3.3117234E+002, 3.6264774E+002, 4.2501363E+002, 4.8548785E+002
 1.2700001E+003, 1.3232736E+002, 6.4631627E+001, 6.4144019E+001, 6.3565709E+001, 5.6594810E+001, 2.3217371E+002, 2.0603485E+002, 1.9642288E+002, 1.8443603E+002, 1.6508280E+002, 1.2278376E+002, 2.4454075E+002, 1.4508193E+002, 1.5394896E+002, 1.6007137E+002, 1.6734445E+002, 1.5378711E+002, 2.9082789E-001, 2.3585900E-001, 1.7623349E+000, 1.7942300E+000, 1.7828229E+000, 1.6855098E+000, 1.2651975E+000, 1.3863797E+000, 1.5278810E+000, 1.7605165E+000, 3.8296644E+002, 3.7490422E+002, 3.7130229E+002, 3.7837019E+002, 3.9331768E+002, 3.0947152E+002, 3.0433573E+002, 3.3026425E+002, 3.7829773E+002, 4.3154603E+002
 1.2800022E+003, 1.1667472E+002, 6.0439087E+001, 5.9801274E+001, 5.9139001E+001, 5.4386454E+001, 2.1000223E+002, 1.8576001E+002, 1.7741417E+002, 1.6766457E+002, 1.5216062E+002, 1.1811406E+002, 2.1313387E+002, 1.2768562E+002, 1.3681950E+002, 1.4298153E+002, 1.4964526E+002, 1.4131513E+002, 2.5067585E-001, 2.2168462E-001, 1.6068858E+000, 1.5526975E+000, 1.4685093E+000, 1.3817577E+000, 1.0346783E+000, 1.1317650E+000, 1.2777292E+000, 1.4686369E+000, 3.5730073E+002, 3.4890118E+002, 3.4512121E+002, 3.5125974E+002, 3.6565908E+002, 2.8949894E+002, 2.8489874E+002, 3.0560426E+002, 3.4487666E+002, 3.9001450E+002
 1.2900031E+003, 1.0979416E+002, 5.6432402E+001, 5.6730416E+001, 5.6040399E+001, 5.1083935E+001, 1.9530700E+002, 1.7498808E+002, 1.6591600E+002, 1.5610621E+002, 1.4134647E+002, 1.0798921E+002, 1.8914753E+002, 1.1392221E+002, 1.2319740E+002, 1.3055629E+002, 1.3794886E+002, 1.3504499E+002, 2.1565668E-001, 1.8130849E-001, 1.4988326E+000, 1.4914219E+000, 1.4929787E+000, 1.4251566E+000, 9.9490344E-001, 1.0610885E+000, 1.1817637E+000, 1.4045328E+000, 3.3777557E+002, 3.3085502E+002, 3.2595722E+002, 3.3133973E+002, 3.4507040E+002, 2.7603145E+002, 2.7149483E+002, 2.8887557E+002, 3.2172997E+002, 3.5887684E+002
 1.3000061E+003, 1.0253868E+002, 5.3170302E+001, 5.3153347E+001, 5.2402378E+001, 4.8943172E+001, 1.8130637E+002, 1.6112168E+002, 1.5394166E+002, 1.4675694E+002, 1.3437064E+002, 1.0249796E+002, 1.6982578E+002, 1.0617634E+002, 1.1692845E+002, 1.2483327E+002, 1.3237715E+002, 1.2879654E+002, 1.9047745E-001, 1.5808044E-001, 1.1945562E+000, 1.1953827E+000, 1.2257043E+000, 1.2113042E+000, 9.3326386E-001, 1.0488549E+000, 1.2097883E+000, 1.3875550E+000, 3.2001742E+002, 3.1411702E+002, 3.0912557E+002, 3.1349038E+002, 3.2642130E+002, 2.6034990E+002, 2.5811607E+002, 2.7312209E+002, 3.0238877E+002, 3.3426096E+002
 1.3100065E+003, 9.8930861E+001, 5.0522319E+001, 5.0164222E+001, 4.9792091E+001, 4.7932068E+001, 1.7257088E+002, 1.4683547E+002, 1.4149105E+002, 1.3625609E+002, 1.2552733E+002, 9.7047731E+001, 1.5552008E+002, 9.7567111E+001, 1.0749300E+002, 1.1438953E+002, 1.1981802E+002, 1.1696309E+002, 1.8418447E-001, 1.4683638E-001, 1.0330295E+000, 1.0476432E+000, 1.0536259E+000, 1.0160661E+000, 7.7764921E-001, 7.8573572E-001, 8.1770494E-001, 8.7190334E-001, 3.0714874E+002, 3.0210280E+002, 2.9448045E+002, 2.9669397E+002, 3.0910615E+002, 2.4982953E+002, 2.4769603E+002, 2.6098275E+002, 2.8791706E+002, 3.2076614E+002
 1.3200062E+003, 9.5041706E+001, 4.7929816E+001, 4.7594350E+001, 4.7325652E+001, 4.6371524E+001, 1.6067122E+002, 1.3603664E+002, 1.3218756E+002, 1.2723850E+002, 1.1901285E+002, 9.3226443E+001, 1.4573510E+002, 9.0076998E+001, 9.7976678E+001, 1.0284498E+002, 1.0716420E+002, 1.0553872E+002, 1.5767003E-001, 1.1997765E-001, 9.6437687E-001, 9.6334637E-001, 9.6294011E-001, 1.0033498E+000, 7.5158926E-001, 7.6662162E-001, 8.2053355E-001, 9.1364794E-001, 2.9081865E+002, 2.8604425E+002, 2.7969298E+002, 2.8378122E+002, 2.9540763E+002, 2.3438954E+002, 2.3382644E+002, 2.5030007E+002, 2.7869715E+002, 3.1238938E+002
 1.3300049E+003, 9.1408924E+001, 4.5787951E+001, 4.5396151E+001, 4.4891633E+001, 4.6092123E+001, 1.5416973E+002, 1.2604666E+002, 1.2173151E+002, 1.1720911E+002, 1.0960449E+002, 9.0250693E+001, 1.3697878E+002, 8.4018614E+001, 9.0590108E+001, 9.5010617E+001, 1.0081286E+002, 1.0014324E+002, 1.4824083E-001, 1.1895381E-001, 9.0877183E-001, 8.8517753E-001, 8.8119158E-001, 7.9167805E-001, 6.3760428E-001, 6.5108707E-001, 6.7928122E-001, 8.1560057E-001, 2.7641459E+002, 2.7245559E+002, 2.6934010E+002, 2.7439230E+002, 2.8565740E+002, 2.2754058E+002, 2.2454449E+002, 2.3894502E+002, 2.6740897E+002, 3.0040836E+002
 1.3400019E+003, 8.8620544E+001, 4.3908377E+001, 4.3678888E+001, 4.3454534E+001, 4.4240012E+001, 1.4883183E+002, 1.2097551E+002, 1.1676259E+002, 1.1212310E+002, 1.0371817E+002, 8.4627170E+001, 1.2551251E+002, 7.8365158E+001, 8.4626576E+001, 8.8409896E+001, 9.3163927E+001, 9.4897505E+001, 1.3097834E-001, 1.1441828E-001, 9.2389355E-001, 8.9806810E-001, 8.6671630E-001, 8.0542032E-001, 6.3328297E-001, 6.6967116E-001, 7.0688462E-001, 7.9358671E-001, 2.6947437E+002, 2.6445113E+002, 2.6023703E+002, 2.6404620E+002, 2.7448726E+002, 2.1823144E+002, 2.1553019E+002, 2.2888889E+002, 2.5746361E+002, 2.8910402E+002
 1.3500003E+003, 8.4592049E+001, 4.2775081E+001, 4.2623924E+001, 4.2584932E+001, 4.4274488E+001, 1.4413391E+002, 1.2040574E+002, 1.1649277E+002, 1.1111354E+002, 1.0271045E+002, 8.1614424E+001, 1.1800999E+002, 7.6477397E+001, 8.3670865E+001, 8.8132371E+001, 9.3402288E+001, 9.6983690E+001, 1.4153178E-001, 1.3862247E-001, 9.2514732E-001, 9.3055661E-001, 9.4027910E-001, 9.1183970E-001, 7.1251658E-001, 7.7992503E-001, 8.4292116E-001, 9.3262710E-001, 2.5871032E+002, 2.5336657E+002, 2.5016394E+002, 2.5297572E+002, 2.6294879E+002, 2.1428982E+002, 2.1116471E+002, 2.2143763E+002, 2.4665178E+002, 2.7578241E+002
 1.3600071E+003, 8.3343565E+001, 4.2576278E+001, 4.2700559E+001, 4.3426354E+001, 4.4581862E+001, 1.4206580E+002, 1.1779490E+002, 1.1309038E+002, 1.0851561E+002, 1.0146435E+002, 8.3824857E+001, 1.1562453E+002, 7.8524938E+001, 8.6338056E+001, 9.1901011E+001, 9.7644206E+001, 9.8472012E+001, 1.3806822E-001, 1.1270167E-001, 9.3417389E-001, 8.7488347E-001, 8.5468081E-001, 8.1631976E-001, 6.4640170E-001, 7.1614257E-001, 7.9666739E-001, 9.4382584E-001, 2.5065356E+002, 2.4677675E+002, 2.4169401E+002, 2.4300389E+002, 2.5259210E+002, 2.1052235E+002, 2.0516492E+002, 2.1450435E+002, 2.3726900E+002, 2.6433981E+002
 1.3700067E+003, 8.1872471E+001, 4.1761553E+001, 4.1969932E+001, 4.2522554E+001, 4.3935483E+001, 1.3761183E+002, 1.1615799E+002, 1.1002851E+002, 1.0573181E+002, 9.9095793E+001, 8.1534773E+001, 1.1199375E+002, 7.5631855E+001, 8.4186889E+001, 8.9645731E+001, 9.4802528E+001, 9.6963479E+001, 1.2032408E-001, 1.0957818E-001, 8.2036168E-001, 7.8285505E-001, 7.9131174E-001, 8.1178596E-001, 5.7257750E-001, 6.8770467E-001, 7.6376588E-001, 8.4214626E-001, 2.4105297E+002, 2.3706776E+002, 2.3333958E+002, 2.3644259E+002, 2.4694080E+002, 2.0073539E+002, 1.9788842E+002, 2.0772934E+002, 2.2881082E+002, 2.5207810E+002
 1.3800043E+003, 7.8467003E+001, 4.0920630E+001, 4.1019436E+001, 4.1274998E+001, 4.4275434E+001, 1.3208950E+002, 1.1230401E+002, 1.0764164E+002, 1.0429613E+002, 9.8686240E+001, 8.3825994E+001, 1.0938367E+002, 7.3913298E+001, 8.3639418E+001, 8.9119878E+001, 9.3856490E+001, 9.6158565E+001, 1.1628540E-001, 8.6729205E-002, 8.5495181E-001, 8.2022346E-001, 8.0093542E-001, 7.5157260E-001, 5.5182878E-001, 6.2010105E-001, 6.9818718E-001, 7.9240937E-001, 2.3205281E+002, 2.2827508E+002, 2.2517499E+002, 2.2864549E+002, 2.3816843E+002, 1.9045483E+002, 1.8982955E+002, 2.0053811E+002, 2.2224063E+002, 2.4357916E+002
 1.3900023E+003, 7.5796932E+001, 4.0355454E+001, 4.0216592E+001, 4.0073323E+001, 4.4018259E+001, 1.2649275E+002, 1.0848657E+002, 1.0429705E+002, 1.0085536E+002, 9.5352819E+001, 8.1860266E+001, 1.0491381E+002, 7.1076885E+001, 7.9334726E+001, 8.4396913E+001, 8.9179431E+001, 9.1790059E+001, 1.1270514E-001, 8.5025395E-002, 7.2576836E-001, 7.3765874E-001, 7.5543284E-001, 7.5580119E-001, 5.1580739E-001, 5.4072769E-001, 5.7342195E-001, 6.7051803E-001, 2.2132696E+002, 2.1868697E+002, 2.1623096E+002, 2.2012953E+002, 2.2884663E+002, 1.8627121E+002, 1.8427602E+002, 1.9386875E+002, 2.1522703E+002, 2.4201462E+002
 1.4000068E+003, 7.3046747E+001, 4.0375422E+001, 4.0065982E+001, 3.9906895E+001, 4.3344995E+001, 1.2545625E+002, 1.0626894E+002, 1.0288334E+002, 9.9790105E+001, 9.5093513E+001, 8.0456467E+001, 1.0166421E+002, 7.0725884E+001, 7.8113510E+001, 8.2560814E+001, 8.7500935E+001, 8.9405836E+001, 1.1702760E-001, 1.1752976E-001, 7.2631660E-001, 7.3250091E-001, 7.3769080E-001, 7.5561010E-001, 5.4653158E-001, 6.3165631E-001, 6.9963824E-001, 7.5548549E-001, 2.1460220E+002, 2.1174101E+002, 2.1035302E+002, 2.1386461E+002, 2.2244955E+002, 1.8138246E+002, 1.7888053E+002, 1.8895220E+002, 2.1124881E+002, 2.3678841E+002
 1.4100043E+003, 7.1420802E+001, 4.0207251E+001, 4.0057889E+001, 4.0214418E+001, 4.3030780E+001, 1.2388262E+002, 1.0446913E+002, 1.0055542E+002, 9.7300632E+001, 9.3353759E+001, 7.6522096E+001, 9.7936298E+001, 7.1353802E+001, 7.8561171E+001, 8.2650898E+001, 8.6835635E+001, 8.8271560E+001, 1.0572608E-001, 9.0963020E-002, 7.8423509E-001, 7.4819892E-001, 7.2426952E-001, 7.4609840E-001, 5.2450394E-001, 5.4736679E-001, 5.9107333E-001, 6.7328433E-001, 2.1099939E+002, 2.0918708E+002, 2.0683104E+002, 2.0885794E+002, 2.1618749E+002, 1.7677178E+002, 1.7448801E+002, 1.8299499E+002, 2.0275757E+002, 2.2763111E+002
