s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 1.7800015E+003, 5.4359214E+001, 3.4174718E+001, 3.4042331E+001, 3.3953415E+001, 3.5328243E+001, 7.4192448E+001, 6.7976642E+001, 6.5657469E+001, 6.3434364E+001, 5.9924997E+001, 5.1414642E+001, 5.7025801E+001, 4.7359439E+001, 5.1094018E+001, 5.3625948E+001, 5.5995676E+001, 5.5423549E+001, 3.8857715E-002, 3.2042623E-002, 2.9715888E-001, 3.0797253E-001, 3.1161756E-001, 3.0364523E-001, 1.9954327E-001, 2.2668600E-001, 2.5491233E-001, 2.8139827E-001, 1.1226246E+002, 1.1155838E+002, 1.1110180E+002, 1.1271353E+002, 1.1705109E+002, 9.3836670E+001, 9.4683175E+001, 9.9949034E+001, 1.0855820E+002, 1.1808314E+002
 1.7900024E+003, 5.3132975E+001, 3.3958104E+001, 3.4214035E+001, 3.4303938E+001, 3.5617801E+001, 7.3060893E+001, 6.5681143E+001, 6.3536238E+001, 6.1938915E+001, 5.8761310E+001, 5.0937678E+001, 5.7053241E+001, 4.7140315E+001, 5.0500518E+001, 5.3050453E+001, 5.5164152E+001, 5.5226874E+001, 3.5976822E-002, 3.8802517E-002, 2.7905395E-001, 2.5312545E-001, 2.4105492E-001, 2.1035439E-001, 1.8241051E-001, 1.8906677E-001, 2.0291439E-001, 2.3596157E-001, 1.0940808E+002, 1.0937201E+002, 1.0973249E+002, 1.1159954E+002, 1.1584508E+002, 9.3780849E+001, 9.4576993E+001, 9.9069403E+001, 1.0733398E+002, 1.1649244E+002
 1.8000041E+003, 5.2430671E+001, 3.3702584E+001, 3.3904450E+001, 3.4102917E+001, 3.5430844E+001, 7.3020170E+001, 6.4895300E+001, 6.2663530E+001, 6.1039082E+001, 5.7409115E+001, 4.9861640E+001, 5.6584076E+001, 4.6192141E+001, 4.9316998E+001, 5.1630931E+001, 5.3802975E+001, 5.5191416E+001, 3.5847180E-002, 2.9687859E-002, 2.5224513E-001, 2.5096376E-001, 2.5105236E-001, 2.3232329E-001, 1.6426853E-001, 1.6999207E-001, 1.8735304E-001, 2.1415584E-001, 1.0854952E+002, 1.0840432E+002, 1.0820404E+002, 1.1029361E+002, 1.1419404E+002, 9.1562067E+001, 9.2675486E+001, 9.7816002E+001, 1.0627378E+002, 1.1644401E+002
 1.8100019E+003, 5.1731162E+001, 3.3383030E+001, 3.3662240E+001, 3.3811370E+001, 3.4900958E+001, 7.0890892E+001, 6.1767741E+001, 6.0101625E+001, 5.8550516E+001, 5.5212484E+001, 4.9679036E+001, 5.6116990E+001, 4.5619072E+001, 4.8055978E+001, 4.9800020E+001, 5.1516684E+001, 5.3064814E+001, 4.4712202E-002, 3.7731988E-002, 2.2251403E-001, 2.0296326E-001, 1.9155051E-001, 1.8155585E-001, 2.1979683E-001, 2.1716896E-001, 2.1347225E-001, 2.2024215E-001, 1.0898261E+002, 1.1124196E+002, 1.1477276E+002, 1.1737647E+002, 1.2083597E+002, 9.3581616E+001, 9.6457310E+001, 1.0286533E+002, 1.1158089E+002, 1.1930499E+002
 1.8200009E+003, 5.7160009E+001, 3.3464176E+001, 3.3631140E+001, 3.4135551E+001, 3.6874742E+001, 8.1435961E+001, 6.8960081E+001, 6.7305981E+001, 6.5028617E+001, 6.2496688E+001, 5.4900240E+001, 7.1936695E+001, 5.8949552E+001, 6.2725468E+001, 6.5717338E+001, 6.8705712E+001, 6.9435516E+001, 2.4479011E-001, 1.7885015E-001, 1.3376061E+000, 1.2355498E+000, 1.1168522E+000, 1.0239281E+000, 1.0309182E+000, 1.1127422E+000, 1.2294121E+000, 1.4439284E+000, 1.6234255E+002, 1.9710264E+002, 2.3790725E+002, 2.4707562E+002, 2.5243982E+002, 1.6339800E+002, 1.8933575E+002, 2.0619082E+002, 2.1465470E+002, 2.1408852E+002
 1.8300028E+003, 7.7321162E+001, 3.6371294E+001, 3.5205013E+001, 3.7655533E+001, 4.3126137E+001, 1.2090707E+002, 9.9491753E+001, 1.0210649E+002, 1.0441785E+002, 1.0203851E+002, 8.7935664E+001, 1.1623512E+002, 9.1739453E+001, 1.0042781E+002, 1.0628625E+002, 1.1406798E+002, 1.1848312E+002, 7.5724711E-001, 5.3778374E-001, 3.1281598E+000, 2.8036432E+000, 2.7202855E+000, 2.4862602E+000, 2.1079092E+000, 2.2554143E+000, 2.3705157E+000, 2.5136965E+000, 3.1282609E+002, 3.9772676E+002, 4.8464595E+002, 4.9560636E+002, 4.9327648E+002, 2.8653130E+002, 3.6558870E+002, 3.8944005E+002, 3.9452274E+002, 3.8930857E+002
 1.8400019E+003, 1.1481676E+002, 4.0569299E+001, 3.8706545E+001, 4.2233250E+001, 4.9679740E+001, 1.9312218E+002, 1.4157714E+002, 1.3971430E+002, 1.4057968E+002, 1.3859568E+002, 1.1950424E+002, 1.7955217E+002, 1.3111790E+002, 1.4731174E+002, 1.5811461E+002, 1.7051628E+002, 1.7078092E+002, 1.3481109E+000, 8.3636113E-001, 6.0139353E+000, 4.9967810E+000, 4.2209308E+000, 3.4364684E+000, 4.0210969E+000, 4.0984232E+000, 4.1958502E+000, 4.5121584E+000, 5.9045058E+002, 6.5274070E+002, 7.1223309E+002, 7.3084238E+002, 7.2906219E+002, 4.4887147E+002, 5.1677825E+002, 5.4329118E+002, 5.4750596E+002, 5.4123115E+002
 1.8500012E+003, 1.9288159E+002, 5.0229730E+001, 4.6250327E+001, 4.7056300E+001, 5.6713199E+001, 3.2650319E+002, 2.1854841E+002, 2.0247996E+002, 1.9454505E+002, 1.8004434E+002, 1.5256584E+002, 2.7422085E+002, 1.8254259E+002, 2.0528591E+002, 2.2102014E+002, 2.3453043E+002, 2.3533429E+002, 3.1055687E+000, 1.8183712E+000, 1.4791159E+001, 1.1883647E+001, 9.8421208E+000, 7.3863608E+000, 6.7726439E+000, 7.0261125E+000, 7.2987107E+000, 7.5449110E+000, 7.7089304E+002, 8.3349039E+002, 9.1898582E+002, 9.2473162E+002, 9.0915620E+002, 5.8705505E+002, 6.5305451E+002, 6.9140167E+002, 7.0068009E+002, 6.9363871E+002
 1.8600019E+003, 3.7267534E+002, 6.6934351E+001, 6.2282413E+001, 6.2174919E+001, 7.1466346E+001, 5.4112766E+002, 3.5794781E+002, 3.2501006E+002, 3.0063969E+002, 2.6536719E+002, 1.9399599E+002, 4.0914818E+002, 2.3885102E+002, 2.7060935E+002, 2.9129119E+002, 3.1170046E+002, 2.9994438E+002, 6.3560648E+000, 3.6230453E+000, 2.5963797E+001, 2.0626147E+001, 1.6463452E+001, 1.1696100E+001, 1.1623626E+001, 1.1742108E+001, 1.1731096E+001, 1.1650433E+001, 8.7073312E+002, 9.2609049E+002, 1.0408536E+003, 1.0281482E+003, 1.0124108E+003, 6.8819675E+002, 7.6147569E+002, 8.1897411E+002, 8.3376373E+002, 8.2788640E+002
 1.8700019E+003, 5.4311204E+002, 1.0300849E+002, 8.8263467E+001, 8.6495933E+001, 8.9379282E+001, 7.2028594E+002, 5.2023930E+002, 4.7368688E+002, 4.3650055E+002, 3.8168096E+002, 2.4224779E+002, 5.7829054E+002, 3.3002737E+002, 3.6653398E+002, 3.9094256E+002, 4.0637722E+002, 3.6627600E+002, 1.2285639E+001, 7.2695254E+000, 4.2597891E+001, 3.5124798E+001, 2.9189970E+001, 2.1819540E+001, 1.8973565E+001, 1.8291287E+001, 1.7953711E+001, 1.6954086E+001, 9.4086172E+002, 9.8988336E+002, 1.0561791E+003, 1.0411551E+003, 1.0250525E+003, 8.0496835E+002, 8.5042618E+002, 8.8767070E+002, 9.0226124E+002, 8.9794230E+002
 1.8800003E+003, 5.9364055E+002, 1.5299730E+002, 1.3566713E+002, 1.3150749E+002, 1.0837725E+002, 7.8039997E+002, 6.2600606E+002, 5.8727135E+002, 5.5449506E+002, 5.0041087E+002, 2.9986290E+002, 6.7771991E+002, 3.5548104E+002, 3.8872013E+002, 4.1493343E+002, 4.3573567E+002, 3.9479351E+002, 1.3640801E+001, 8.3022298E+000, 4.3833954E+001, 3.8137874E+001, 3.2841794E+001, 2.5454724E+001, 1.7942219E+001, 1.7258818E+001, 1.6996121E+001, 1.6472668E+001, 9.6629137E+002, 9.9667443E+002, 1.0383291E+003, 1.0383264E+003, 1.0282893E+003, 8.4307885E+002, 8.8652643E+002, 9.2846517E+002, 9.4642691E+002, 9.4463497E+002
 1.8900011E+003, 5.9609389E+002, 1.7273214E+002, 1.5399346E+002, 1.4825030E+002, 1.1902024E+002, 7.6755153E+002, 6.3400843E+002, 6.0951455E+002, 5.7964296E+002, 5.2644510E+002, 3.2805470E+002, 7.0740764E+002, 3.6560172E+002, 3.9649111E+002, 4.2292678E+002, 4.4747550E+002, 4.1046126E+002, 1.3253382E+001, 8.4872755E+000, 4.8253613E+001, 4.2503690E+001, 3.6411776E+001, 2.7241515E+001, 1.8645569E+001, 1.7645222E+001, 1.7191559E+001, 1.6688699E+001, 9.7534659E+002, 9.9740399E+002, 1.0299425E+003, 1.0296063E+003, 1.0236050E+003, 8.5491656E+002, 9.1407269E+002, 9.6508942E+002, 9.8483888E+002, 9.8399213E+002
 1.9000006E+003, 6.0406820E+002, 1.8370668E+002, 1.6507127E+002, 1.5799052E+002, 1.2039874E+002, 7.7671193E+002, 6.3566109E+002, 6.0823774E+002, 5.8169556E+002, 5.3587884E+002, 3.5744459E+002, 7.2706565E+002, 3.6469086E+002, 3.8590670E+002, 4.0566867E+002, 4.3058601E+002, 4.1195286E+002, 1.3622993E+001, 8.6317116E+000, 4.6087713E+001, 3.9911990E+001, 3.4877438E+001, 2.7577054E+001, 1.8665947E+001, 1.7566129E+001, 1.6861073E+001, 1.6124677E+001, 9.9137348E+002, 1.0154104E+003, 1.0492470E+003, 1.0504331E+003, 1.0425951E+003, 8.7579939E+002, 9.3340293E+002, 9.8615206E+002, 1.0060152E+003, 1.0044257E+003
 1.9100000E+003, 6.1953443E+002, 1.8826245E+002, 1.7371468E+002, 1.6953922E+002, 1.2803037E+002, 8.0934296E+002, 6.5252196E+002, 6.2574408E+002, 6.0741605E+002, 5.5997031E+002, 3.6476669E+002, 7.2361150E+002, 3.5468136E+002, 3.7181593E+002, 3.9021426E+002, 4.1507888E+002, 3.9310486E+002, 1.5504845E+001, 9.6195170E+000, 5.1911027E+001, 4.5932601E+001, 3.9788665E+001, 3.0076461E+001, 1.5950748E+001, 1.4626564E+001, 1.3979925E+001, 1.3379722E+001, 9.8512201E+002, 1.0023973E+003, 1.0275285E+003, 1.0296677E+003, 1.0250080E+003, 8.9895982E+002, 9.3963023E+002, 9.9025932E+002, 1.0135306E+003, 1.0133630E+003
 1.9200013E+003, 6.5627089E+002, 1.9742582E+002, 1.8650005E+002, 1.8248005E+002, 1.4025898E+002, 8.4069342E+002, 7.1535806E+002, 6.8424668E+002, 6.4933873E+002, 5.8956472E+002, 3.8872916E+002, 7.3817836E+002, 3.3133334E+002, 3.4521959E+002, 3.5820832E+002, 3.7894980E+002, 3.7027964E+002, 1.7445456E+001, 1.1359010E+001, 5.2339703E+001, 4.5855130E+001, 3.9719761E+001, 3.1044174E+001, 1.6839922E+001, 1.5532871E+001, 1.4618695E+001, 1.3563937E+001, 9.4613130E+002, 9.6059410E+002, 9.8101904E+002, 9.8559570E+002, 9.8363002E+002, 8.7422651E+002, 8.7841699E+002, 9.5744235E+002, 1.0053614E+003, 1.0078895E+003
 1.9300026E+003, 7.2430598E+002, 2.1677287E+002, 2.0416910E+002, 1.9309059E+002, 1.4893163E+002, 8.5511309E+002, 7.3176801E+002, 7.0936676E+002, 6.8120421E+002, 6.1856239E+002, 3.8748758E+002, 7.5367697E+002, 3.2934977E+002, 3.3662184E+002, 3.4632363E+002, 3.6213128E+002, 3.5712919E+002, 2.0777483E+001, 1.3649272E+001, 5.7902683E+001, 5.2316786E+001, 4.6085692E+001, 3.5584670E+001, 1.7542379E+001, 1.6049216E+001, 1.5081987E+001, 1.3915390E+001, 9.4341534E+002, 9.5880693E+002, 9.7924194E+002, 9.8382077E+002, 9.8130110E+002, 8.6104981E+002, 8.8867690E+002, 9.7450236E+002, 1.0057037E+003, 1.0077458E+003
 1.9400007E+003, 7.6199597E+002, 2.4715446E+002, 2.2949340E+002, 2.1632218E+002, 1.5058758E+002, 8.8245814E+002, 7.6661022E+002, 7.4719357E+002, 7.2389983E+002, 6.6124690E+002, 4.0599039E+002, 7.6071174E+002, 3.1753096E+002, 3.1811952E+002, 3.2386714E+002, 3.3359365E+002, 3.3984152E+002, 2.3303105E+001, 1.5872486E+001, 6.5075610E+001, 5.9145057E+001, 5.3175803E+001, 4.2562481E+001, 1.7397316E+001, 1.5792461E+001, 1.4614841E+001, 1.3032670E+001, 9.5055857E+002, 9.6622820E+002, 9.8727476E+002, 9.9204852E+002, 9.8915449E+002, 8.8776329E+002, 8.9939703E+002, 9.7719499E+002, 1.0109954E+003, 1.0120112E+003
 1.9500011E+003, 7.5638989E+002, 2.6913379E+002, 2.4635288E+002, 2.2868724E+002, 1.5661538E+002, 9.0427354E+002, 7.9844930E+002, 7.8387710E+002, 7.6404168E+002, 7.0477822E+002, 4.5804767E+002, 7.4511099E+002, 3.1302534E+002, 3.1190638E+002, 3.1464831E+002, 3.2609523E+002, 3.4657380E+002, 2.2669917E+001, 1.5795795E+001, 6.8547404E+001, 6.3233265E+001, 5.6906959E+001, 4.5258205E+001, 1.7496028E+001, 1.6000696E+001, 1.4962662E+001, 1.3914601E+001, 9.5406789E+002, 9.7021600E+002, 9.9187398E+002, 9.9646306E+002, 9.9369023E+002, 8.9180037E+002, 8.9248010E+002, 9.6520450E+002, 1.0106721E+003, 1.0120788E+003
 1.9600021E+003, 7.8694772E+002, 2.8314517E+002, 2.6215140E+002, 2.5027073E+002, 1.6616368E+002, 9.1142581E+002, 8.3403222E+002, 8.1880371E+002, 7.8864792E+002, 7.2140248E+002, 4.6113986E+002, 7.5500986E+002, 3.1511285E+002, 3.1181176E+002, 3.1655825E+002, 3.3068737E+002, 3.3882355E+002, 2.4427509E+001, 1.7663797E+001, 7.1662434E+001, 6.4498231E+001, 5.6187808E+001, 4.3999357E+001, 1.9303841E+001, 1.7772455E+001, 1.6906916E+001, 1.5908951E+001, 9.6332523E+002, 9.7945416E+002, 1.0005953E+003, 1.0052360E+003, 1.0025750E+003, 9.0203177E+002, 8.9758825E+002, 9.8021042E+002, 1.0214933E+003, 1.0226060E+003
 1.9700018E+003, 7.8097121E+002, 2.7683729E+002, 2.6102632E+002, 2.5307440E+002, 1.7479576E+002, 9.0383764E+002, 8.0164997E+002, 7.8502272E+002, 7.4985079E+002, 6.8658236E+002, 4.5769860E+002, 7.6428524E+002, 3.3024198E+002, 3.3128103E+002, 3.4240699E+002, 3.6448338E+002, 3.6120870E+002, 2.3222393E+001, 1.6076626E+001, 6.1134810E+001, 5.5181205E+001, 4.8812974E+001, 3.8151371E+001, 1.8387032E+001, 1.7081253E+001, 1.6318450E+001, 1.5577113E+001, 9.7445904E+002, 9.9051092E+002, 1.0116499E+003, 1.0162120E+003, 1.0131725E+003, 9.0398534E+002, 9.0464409E+002, 9.7718444E+002, 1.0252177E+003, 1.0276890E+003
 1.9800009E+003, 8.0962008E+002, 2.8747169E+002, 2.6791579E+002, 2.5760229E+002, 1.6913054E+002, 9.0512673E+002, 8.1724812E+002, 8.0164521E+002, 7.7426891E+002, 7.1350093E+002, 4.6449571E+002, 7.5379747E+002, 3.3135260E+002, 3.3130698E+002, 3.4261581E+002, 3.6889351E+002, 3.6130028E+002, 2.3983546E+001, 1.6219848E+001, 6.8020541E+001, 6.1953724E+001, 5.5573152E+001, 4.4786778E+001, 1.8064473E+001, 1.6454805E+001, 1.5468925E+001, 1.4496449E+001, 9.7940234E+002, 9.9438574E+002, 1.0149422E+003, 1.0191281E+003, 1.0163874E+003, 9.0799400E+002, 9.0916459E+002, 9.9194492E+002, 1.0390526E+003, 1.0415025E+003
 1.9900017E+003, 8.1088608E+002, 2.9443368E+002, 2.7250863E+002, 2.6345319E+002, 1.6707439E+002, 9.0838096E+002, 8.1716455E+002, 7.9983910E+002, 7.7193390E+002, 7.0535195E+002, 4.5528290E+002, 7.8299335E+002, 3.2876112E+002, 3.2642014E+002, 3.3271496E+002, 3.5400044E+002, 3.6236907E+002, 2.4162032E+001, 1.6997689E+001, 6.8555077E+001, 6.2661320E+001, 5.6047741E+001, 4.4666984E+001, 2.0691212E+001, 1.8861952E+001, 1.7572008E+001, 1.5906200E+001, 9.8456260E+002, 9.9956366E+002, 1.0210331E+003, 1.0255572E+003, 1.0230623E+003, 9.2823420E+002, 9.3028205E+002, 1.0123552E+003, 1.0483127E+003, 1.0506187E+003
 2.0000021E+003, 7.6238890E+002, 2.8236758E+002, 2.6157774E+002, 2.5285136E+002, 1.7118795E+002, 8.8342128E+002, 7.7646905E+002, 7.5076516E+002, 7.1776659E+002, 6.5591560E+002, 4.3372936E+002, 7.9662515E+002, 3.3598664E+002, 3.3662926E+002, 3.4688587E+002, 3.7004514E+002, 3.6894151E+002, 2.3016471E+001, 1.5030572E+001, 5.7043834E+001, 4.9364848E+001, 4.1695549E+001, 3.1682948E+001, 1.8340200E+001, 1.6624626E+001, 1.5754725E+001, 1.5003431E+001, 9.9745680E+002, 1.0126226E+003, 1.0334649E+003, 1.0378221E+003, 1.0348911E+003, 9.1612487E+002, 9.3809122E+002, 1.0225632E+003, 1.0617544E+003, 1.0644225E+003
 2.0100021E+003, 8.0104339E+002, 2.7854300E+002, 2.5713696E+002, 2.4155846E+002, 1.7418090E+002, 9.0448256E+002, 8.0096336E+002, 7.7813099E+002, 7.4623884E+002, 6.8493612E+002, 4.4319929E+002, 7.6990820E+002, 3.2763487E+002, 3.2718301E+002, 3.3932050E+002, 3.6049156E+002, 3.7101943E+002, 2.4079342E+001, 1.5662112E+001, 6.6152662E+001, 5.9712725E+001, 5.2947299E+001, 4.2547836E+001, 1.8745805E+001, 1.7180245E+001, 1.6100377E+001, 1.4770458E+001, 1.0080492E+003, 1.0238330E+003, 1.0446880E+003, 1.0488384E+003, 1.0461615E+003, 9.3718509E+002, 9.4497638E+002, 1.0251941E+003, 1.0705521E+003, 1.0711373E+003
 2.0200013E+003, 7.7703479E+002, 2.8014671E+002, 2.5831412E+002, 2.3872877E+002, 1.6740154E+002, 9.0870537E+002, 7.8241316E+002, 7.6595158E+002, 7.4058810E+002, 6.8694307E+002, 4.4776818E+002, 7.6587343E+002, 3.3029759E+002, 3.3045140E+002, 3.4292094E+002, 3.6847999E+002, 3.7782489E+002, 2.4609776E+001, 1.7563038E+001, 6.6083911E+001, 6.0662425E+001, 5.4354938E+001, 4.4093101E+001, 1.9364439E+001, 1.7861783E+001, 1.6950721E+001, 1.6163001E+001, 1.0131778E+003, 1.0277647E+003, 1.0484517E+003, 1.0531035E+003, 1.0503707E+003, 9.2415650E+002, 9.4945055E+002, 1.0455479E+003, 1.0829596E+003, 1.0844758E+003
 2.0300012E+003, 7.7583443E+002, 2.8512304E+002, 2.6266896E+002, 2.4496567E+002, 1.7044827E+002, 8.8681175E+002, 7.9306258E+002, 7.7271943E+002, 7.4863889E+002, 6.9674198E+002, 4.5706680E+002, 7.5780574E+002, 3.2827549E+002, 3.2672802E+002, 3.3647165E+002, 3.6100153E+002, 3.7360486E+002, 2.5913495E+001, 1.8258415E+001, 6.6687405E+001, 6.0526202E+001, 5.4299766E+001, 4.4071034E+001, 1.8624652E+001, 1.7022608E+001, 1.5979908E+001, 1.4706552E+001, 1.0241626E+003, 1.0391751E+003, 1.0594640E+003, 1.0638219E+003, 1.0609931E+003, 9.5487795E+002, 9.5957134E+002, 1.0392413E+003, 1.0892588E+003, 1.0930589E+003
 2.0400003E+003, 7.8008498E+002, 2.8625268E+002, 2.6928974E+002, 2.5129894E+002, 1.8189216E+002, 9.0235560E+002, 8.1210167E+002, 7.8276343E+002, 7.4879758E+002, 6.9157590E+002, 4.5688351E+002, 7.6135644E+002, 3.3316082E+002, 3.3258855E+002, 3.4225237E+002, 3.6814092E+002, 3.7674787E+002, 2.4816554E+001, 1.7198968E+001, 7.0635418E+001, 6.2045695E+001, 5.4052774E+001, 4.3453315E+001, 1.9745718E+001, 1.8207050E+001, 1.7289535E+001, 1.6653768E+001, 1.0349774E+003, 1.0493791E+003, 1.0694270E+003, 1.0739416E+003, 1.0711468E+003, 9.7120563E+002, 9.6803578E+002, 1.0437900E+003, 1.0890771E+003, 1.0936430E+003
 2.0500013E+003, 7.8538593E+002, 2.9322408E+002, 2.7311136E+002, 2.5185523E+002, 1.7522198E+002, 9.1865301E+002, 8.2818696E+002, 8.0004220E+002, 7.6621596E+002, 7.0211476E+002, 4.5175288E+002, 7.6623636E+002, 3.4880646E+002, 3.5315394E+002, 3.6522898E+002, 4.0070291E+002, 3.9321738E+002, 2.4655278E+001, 1.6937738E+001, 6.8114212E+001, 6.1109461E+001, 5.4227663E+001, 4.3519885E+001, 2.0387116E+001, 1.8998941E+001, 1.8062536E+001, 1.7113022E+001, 1.0385892E+003, 1.0526286E+003, 1.0724676E+003, 1.0770065E+003, 1.0744760E+003, 9.9355726E+002, 9.8589455E+002, 1.0481689E+003, 1.0973647E+003, 1.1013433E+003
 2.0600011E+003, 8.1448353E+002, 3.0027562E+002, 2.8283015E+002, 2.5457504E+002, 1.7278061E+002, 9.1520986E+002, 8.2235051E+002, 7.9598441E+002, 7.6899354E+002, 7.1407327E+002, 4.5593333E+002, 7.7389761E+002, 3.5027082E+002, 3.5519131E+002, 3.6351879E+002, 3.8454235E+002, 3.8309676E+002, 2.6623666E+001, 1.7462676E+001, 6.4448405E+001, 5.6320947E+001, 4.8972313E+001, 3.8567273E+001, 2.0297992E+001, 1.8638851E+001, 1.7470596E+001, 1.5871641E+001, 1.0475176E+003, 1.0612761E+003, 1.0801711E+003, 1.0844247E+003, 1.0817487E+003, 9.9139567E+002, 9.8129171E+002, 1.0502947E+003, 1.1004270E+003, 1.1044606E+003
 2.0700017E+003, 8.1834957E+002, 2.9914101E+002, 2.7874190E+002, 2.4964055E+002, 1.8592163E+002, 9.0747732E+002, 8.1242627E+002, 7.8418789E+002, 7.4659730E+002, 6.7893580E+002, 4.2160451E+002, 7.8302557E+002, 3.5324874E+002, 3.5562989E+002, 3.6188486E+002, 3.7360947E+002, 3.6332185E+002, 2.5028065E+001, 1.7977019E+001, 6.3241903E+001, 5.6548985E+001, 4.9472100E+001, 3.8685129E+001, 1.9137266E+001, 1.7448852E+001, 1.6213683E+001, 1.4575180E+001, 1.0547583E+003, 1.0679762E+003, 1.0872949E+003, 1.0918146E+003, 1.0891929E+003, 9.8979742E+002, 9.8809823E+002, 1.0622713E+003, 1.1107473E+003, 1.1141786E+003
 2.0800017E+003, 7.8862295E+002, 3.0143039E+002, 2.8371092E+002, 2.5802270E+002, 1.9172802E+002, 8.9797403E+002, 8.0350942E+002, 7.8585510E+002, 7.5414943E+002, 6.8883005E+002, 4.3442775E+002, 7.6651853E+002, 3.4221760E+002, 3.4249626E+002, 3.4843766E+002, 3.6168236E+002, 3.5266188E+002, 2.7522583E+001, 1.8841894E+001, 7.3320538E+001, 6.6430905E+001, 5.9215276E+001, 4.7420031E+001, 1.9908483E+001, 1.8241608E+001, 1.7152183E+001, 1.5856307E+001, 1.0573880E+003, 1.0710247E+003, 1.0908926E+003, 1.0954750E+003, 1.0929575E+003, 1.0084500E+003, 1.0042363E+003, 1.0746168E+003, 1.1229153E+003, 1.1268283E+003
 2.0900002E+003, 7.8085199E+002, 3.0031303E+002, 2.8536664E+002, 2.5854739E+002, 1.8017447E+002, 9.3092423E+002, 8.1379237E+002, 7.9605438E+002, 7.7243977E+002, 7.1877795E+002, 4.5624778E+002, 7.8186737E+002, 3.3703939E+002, 3.3308690E+002, 3.3839753E+002, 3.5176291E+002, 3.3485449E+002, 2.4986646E+001, 1.7240756E+001, 6.8171104E+001, 6.0711537E+001, 5.3812882E+001, 4.3165090E+001, 2.0143045E+001, 1.8068420E+001, 1.6684050E+001, 1.5064923E+001, 1.0615073E+003, 1.0756624E+003, 1.0961945E+003, 1.1009448E+003, 1.0985104E+003, 1.0134538E+003, 1.0130000E+003, 1.0808520E+003, 1.1226334E+003, 1.1270575E+003
 2.1000011E+003, 8.0773088E+002, 3.0275395E+002, 2.8418094E+002, 2.5980879E+002, 1.7045877E+002, 9.3037110E+002, 8.1988920E+002, 7.9235265E+002, 7.6375700E+002, 7.0816092E+002, 4.6282886E+002, 7.8244645E+002, 3.4489240E+002, 3.3687682E+002, 3.3928101E+002, 3.5185968E+002, 3.3930020E+002, 2.6683575E+001, 1.8588534E+001, 7.1636560E+001, 6.4331530E+001, 5.7124295E+001, 4.5759139E+001, 1.9847136E+001, 1.7926888E+001, 1.6574572E+001, 1.4927233E+001, 1.0714416E+003, 1.0854159E+003, 1.1049976E+003, 1.1094714E+003, 1.1071935E+003, 1.0481956E+003, 1.0354735E+003, 1.0946457E+003, 1.1329164E+003, 1.1363001E+003
 2.1100018E+003, 7.9162692E+002, 3.1629632E+002, 2.9321531E+002, 2.6948403E+002, 1.8511336E+002, 8.9014535E+002, 7.7707050E+002, 7.6117719E+002, 7.3988850E+002, 6.9030921E+002, 4.5445748E+002, 7.5575199E+002, 3.4264288E+002, 3.3406953E+002, 3.3696505E+002, 3.5100524E+002, 3.5464646E+002, 2.6565198E+001, 1.7770965E+001, 4.9975113E+001, 4.5504182E+001, 4.1111314E+001, 3.4127145E+001, 1.7107174E+001, 1.5605588E+001, 1.4649389E+001, 1.3601345E+001, 1.0793823E+003, 1.0924840E+003, 1.1117511E+003, 1.1164195E+003, 1.1140946E+003, 1.0094482E+003, 1.0268932E+003, 1.0991605E+003, 1.1392368E+003, 1.1422953E+003
 2.1200004E+003, 7.2080934E+002, 2.9230401E+002, 2.6835466E+002, 2.4921280E+002, 1.6811472E+002, 8.3246141E+002, 7.2404046E+002, 7.0488848E+002, 6.7492613E+002, 6.1820760E+002, 3.9904951E+002, 7.1064171E+002, 3.1774587E+002, 3.0884077E+002, 3.1010789E+002, 3.1965420E+002, 3.3083554E+002, 1.3128314E+001, 7.5168742E+000, 3.5499323E+001, 3.1120257E+001, 2.6625192E+001, 2.0391316E+001, 1.1748220E+001, 1.0504556E+001, 9.6398827E+000, 8.6124362E+000, 1.0710775E+003, 1.0826121E+003, 1.1012147E+003, 1.1068777E+003, 1.1050985E+003, 9.4836672E+002, 9.5220588E+002, 1.0185294E+003, 1.0824805E+003, 1.0894092E+003
 2.1300020E+003, 5.5071179E+002, 2.4198059E+002, 2.2338358E+002, 2.0683116E+002, 1.4230034E+002, 6.9732610E+002, 5.8418397E+002, 5.6016143E+002, 5.3106024E+002, 4.8651801E+002, 3.3087364E+002, 6.2926015E+002, 2.7861646E+002, 2.7195436E+002, 2.7317960E+002, 2.8045140E+002, 2.8226945E+002, 4.0689073E+000, 2.4329863E+000, 1.4650826E+001, 1.2698929E+001, 1.1082971E+001, 9.0928867E+000, 7.2064210E+000, 6.5815909E+000, 6.2921338E+000, 6.1197296E+000, 1.0253050E+003, 1.0461309E+003, 1.0665595E+003, 1.0732698E+003, 1.0732041E+003, 8.1903651E+002, 8.2848123E+002, 9.5476909E+002, 9.9772756E+002, 1.0034191E+003
